Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
0.086086,0.65377,0.3198,1.9366,36.608,0.0,0.10852,0.52959,1.7277,0.34623,0.27762,0.31784,0.079828,0.10852,1730.2,0.21096,1.5296,0.10852,0.062815,35.517,1.1219,0.24855,0.049827,0.29601,0.34563,0.17664,1.4699,0.94403,4.9197,0.32198,0.074515,91.869,4.3829,2.289,0.37111,1.7741,2.1142,0.57947,0.2148,0.29282,0.078406,0.14386,118.57,83.058,0.51206,0.78519,41.004,0.21915,0.12685,1.0114,0.34144,0.22816,1.0221,1.7106,26580.0,0.2148,0.24864,0.84352,0.67366,10.277,4.3945,72.135,5.0599,5.1,1
0.25079,0.67863,-0.13089,0.71974,-89.903,-0.21709,0.30867,0.47337,1.6717,0.32125,0.39944,0.66092,0.28303,0.30867,523.53,0.69719,1.4736,0.30867,0.18465,42.762,1.0,0.3823,0.15003,0.61734,0.29683,0.61191,4.2115,-0.1972,3.9133,0.39878,0.20952,113.87,3.2316,2.224,0.17448,1.9089,0.68844,0.52503,0.10438,0.045195,0.041373,0.22869,68.786,26.023,1.2805,0.46454,47.364,0.21783,0.1303,0.49532,0.46703,0.30944,0.484,0.79102,-1072.0,0.10445,0.78069,0.79067,0.63436,8.5355,14.026,101.97,3.5793,2.5186,1
0.18835,0.43032,0.36039,2.0857,36.159,0.0,0.23045,1.3238,2.4371,0.56968,0.23949,0.69424,0.13878,0.23045,464.41,0.78594,2.3238,0.23045,0.094557,20.32,1.441,0.23346,0.077286,0.32316,0.49076,0.68813,25.812,1.1713,3.5834,0.17301,0.098239,54.647,6.7058,5.1727,0.21995,2.4655,8.2441,0.6372,0.090248,0.062178,0.042037,0.095795,100.6,80.277,1.3883,0.47091,22.247,0.1257,0.051577,1.6089,0.33194,0.14912,1.8516,2.071,1381.0,0.090267,0.33063,0.90284,0.11852,17.963,4.5467,49.714,7.342,7.9211,1
0.006096,0.65099,0.001038,1.0019,-302.89,0.004412,0.006096,0.53613,0.99536,0.34901,0.006748,0.011116,0.011607,0.006096,20567.0,0.017747,1.5361,0.006096,0.006125,174.15,1.023,0.0,0.006125,0.038862,0.26081,0.017747,0.0,0.002305,4.6411,0.64912,0.015582,350.22,1.0422,0.87795,0.002502,0.99536,6.3052,0.36083,0.002514,0.013282,3.9767,0.0,198.81,24.656,0.012836,0.13589,303.29,-0.005457,-0.005482,0.844,0.5484,0.95951,0.77461,0.80084,45.444,0.4258,0.017467,0.57571,0.033864,2.0959,14.804,201.1,1.815,2.2091,0
0.062534,0.31277,0.36961,2.7728,39.29,0.0,0.063748,2.1972,1.6233,0.68723,0.080785,0.30576,0.10554,0.063748,666.31,0.54779,3.1972,0.063748,0.03927,48.878,0.96423,0.076885,0.038522,0.15233,0.50799,0.54391,4.5127,0.87606,5.0295,0.14267,0.04423,50.845,7.1786,4.7852,0.12665,1.6233,4.9757,0.75972,0.07802,0.39232,0.056517,0.047362,111.59,62.714,0.28767,1.7301,53.014,-0.030702,-0.018913,1.8483,0.20849,0.1393,1.6289,1.8007,39560.0,0.07802,0.090995,0.96091,0.10549,7.4675,5.8201,46.878,7.7861,3.8477,0
0.00054362,0.49266,-0.032906,0.87276,-21.067,0.0,0.00054362,1.0298,0.99301,0.50734,0.014128,0.0021021,0.090021,0.00054362,2011.6,0.18145,2.0298,0.00054362,0.00054745,3.3652,0.76188,0.01368,0.00054745,0.41918,0.00054362,0.18145,1.007,-0.042498,4.2188,0.49391,0.01418,94.754,3.8521,2.0221,-0.0031925,0.99301,2.669,0.58847,-0.003215,0.051206,0.16017,0.013777,78.096,74.731,0.059378,0.83736,3.3544,-0.075168,-0.075697,0.45814,0.25861,0.2596,0.65523,0.76002,-544.59,-0.003215,0.0010715,0.99947,0.15993,108.46,4.8842,95.059,3.8397,1.2825,0
0.078599,0.43,0.069653,1.1661,-21.324,0.0,0.10142,1.3256,3.0992,0.57,0.12134,0.2418,0.054526,0.10142,928.78,0.39299,2.3256,0.10142,0.032724,27.338,0.98575,0.11839,0.025362,0.39722,0.52856,0.33993,5.9432,0.13633,3.6001,0.10652,0.039152,51.171,7.133,6.9575,0.10741,3.0992,24.294,0.58058,0.034658,0.26377,0.077076,0.038202,44.571,17.233,0.33861,0.61264,28.319,0.050824,0.016399,1.1374,0.41942,0.14019,1.1156,1.1363,277.35,0.034658,0.13789,0.96755,0.018556,13.351,21.18,49.397,7.3891,6.0658,0
0.17306,0.70307,-0.072816,0.83106,-52.551,-0.18539,0.17306,0.42225,1.2436,0.29687,0.20853,0.40151,0.17944,0.17306,1150.0,0.31739,1.4223,0.17306,0.13916,22.923,1.997,0.19926,0.13916,0.2116,-0.012331,0.31739,5.6163,-0.11347,3.2122,0.56136,0.13916,145.78,2.5149,1.5417,0.16442,1.2925,1.0285,0.56921,0.13222,0.011572,0.093987,0.16023,103.67,80.747,2.2159,0.19277,26.415,0.14917,0.11995,0.50947,0.43101,0.3994,0.46262,0.88702,-118.69,0.13222,0.58293,0.83865,0.91738,15.923,4.5203,126.51,2.8852,1.9379,1
0.099086,0.92325,0.0054896,1.0161,-37.146,-0.048417,0.093348,0.083131,1.2791,0.07675,0.13647,0.27409,0.12188,0.093348,2161.5,0.16886,1.0831,0.093348,0.072978,18.501,1.1181,0.035949,0.077463,0.039396,0.050797,0.17508,0.83373,0.0083948,4.5211,0.66445,0.10668,100.0,3.6499,1.3464,0.036079,1.2791,0.53926,0.59827,0.028205,0.39868,0.31243,0.028104,60.005,41.504,1.5282,0.82574,19.038,-0.026606,-0.0208,0.37484,0.34058,0.27398,0.11737,0.91488,182.23,0.028205,1.291,0.93253,6.795,19.728,8.7944,97.183,3.7558,1.9561,0
-0.18257,0.8448,-0.28995,0.5086,-164.29,-0.23909,-0.22144,0.18371,0.82539,0.1552,-0.18347,-0.37529,-0.18497,-0.22144,-2019.7,-0.18072,1.1837,-0.22144,-0.26829,71.72,0.87335,-0.18355,-0.2212,0.97396,0.13941,-0.13471,-4.8334,-0.41428,3.9073,1.0235,-0.2304,209.93,1.7956,1.2541,-0.20051,0.82539,0.96703,0.29782,-0.24293,3.2e-05,-0.24534,-0.22238,132.7,60.982,-1.1257,0.23374,55.872,-0.25232,-0.3057,0.35524,0.59006,0.55692,0.22175,0.42552,-2342.1,-0.24293,-1.1764,1.3297,0.91896,5.0893,5.9853,260.93,1.3988,1.1793,1
0.0489,0.88367,0.21066,1.4032,32.537,0.049385,0.062752,0.13164,1.5049,0.11633,0.18509,0.12009,0.053916,0.062752,3975.3,0.091817,1.1316,0.062752,0.041699,10.619,1.692,0.16461,0.032494,0.095125,0.11227,0.076142,1.3455,0.78956,4.3872,0.51418,0.06559,141.23,2.5844,1.5282,0.15449,1.5049,2.0119,0.45899,0.10266,0.29928,0.16097,0.10938,139.9,129.28,1.1169,1.3194,11.834,0.14622,0.097167,0.82971,0.52253,0.38694,0.436,1.7203,5137.6,0.10266,0.42036,0.95916,2.9457,34.372,2.8233,126.74,2.88,5.6402,0
-0.014331,0.80653,-0.15717,0.76266,-108.51,0.035141,-0.014412,0.20959,0.97836,0.16904,-0.014412,-0.021763,0.0080709,-0.014412,35869.0,0.010176,1.2399,-0.014412,-0.014173,52.45,0.90823,0.017051,-0.014093,0.045072,0.16904,0.010276,0.16405,-0.31754,4.3948,0.71421,-0.014173,232.55,1.5695,0.021141,0.017051,1.0705,2.4871,0.31336,0.016768,0.12602,0.66842,0.016768,151.33,98.878,-0.098075,0.542,51.315,-0.0055681,-0.0054757,0.6262,0.66222,0.63713,0.34153,0.6331,-3900.9,-0.022117,-0.084779,1.0221,0.85373,6.959,3.6914,237.7,1.5356,2.0545,0
0.056744,0.87373,-0.0053868,0.9919,-62.608,-0.34605,0.059946,0.14453,2.0618,0.12628,0.10099,0.090182,0.058629,0.059946,2638.2,0.13835,1.1445,0.059946,0.029074,63.662,1.0275,0.039666,0.027521,0.0903,-0.22494,0.13469,0.9664,-0.015823,3.6666,0.41736,0.048779,116.58,3.3063,2.5154,-0.019293,2.2987,16.645,0.14429,-0.0093573,0.029822,0.2895,0.019238,113.21,49.549,0.15779,0.57083,59.724,-0.021271,-0.010317,0.75462,0.66473,0.30245,0.37092,0.42382,-25.0,-0.0094054,0.44936,0.95611,0.1426,5.7334,7.3664,117.67,3.1018,6.0563,1
0.088671,0.82691,-0.19798,0.67115,-57.814,0.001228,0.10978,0.20925,2.8532,0.17303,0.14915,0.18234,0.038475,0.10978,2749.4,0.13276,1.2093,0.10978,0.038475,31.007,1.1817,0.15212,0.031078,0.22499,0.16749,0.10723,3.864,-0.33226,4.178,0.28495,0.050077,87.38,4.6046,3.3525,0.13214,2.9258,0.72178,0.39703,0.046314,0.031088,0.1812,0.053316,49.296,18.289,0.36583,0.43369,31.914,0.15212,0.053316,0.48864,0.60204,0.21717,0.29038,0.6663,-2983.0,0.11859,0.51247,0.87703,1.2946,11.771,19.958,77.018,4.7392,4.7883,1
-0.29926,2.2371,-0.54263,0.64769,-322.72,-1.0373,-0.29926,-0.55318,1.0501,-1.2375,-0.027836,-0.1943,-0.27816,-0.29926,-2795.5,-0.13057,0.447,-0.29926,-0.28499,198.5,1.0813,-0.21304,-0.28499,-0.82449,-1.3365,-0.13057,-0.7849,-226.52,2.7034,2.0467,-0.28499,446.15,0.82019,0.56469,-0.20999,1.2354,0.6161,-0.54521,-0.19998,0.065078,-0.36221,-0.20288,311.92,113.42,-0.52404,0.43584,165.0,-0.22021,-0.20971,0.44593,1.5402,1.2192,-516.6,-227.6,-274.09,-0.19998,0.24182,1.0225,-0.55944,1.8388,3.2181,535.37,0.68177,438.36,1
-0.058442,0.99975,-0.44125,0.49573,-189.33,0.0,-0.058442,0.00032869,1.0416,0.0003286,0.0078367,-0.066788,-0.029293,-0.058442,-11960.0,-0.030518,1.0002,-0.058442,-0.056109,45.102,0.74648,0.0075342,-0.056109,-0.32892,-0.15128,-0.030518,0.11368,-0.77929,3.9049,0.94771,-0.011317,283.97,1.3054,1.1426,-0.083157,1.1501,2.4486,0.12492,-0.079837,0.032859,0.93965,0.0072335,141.93,96.833,-0.45408,0.17994,41.125,-0.020397,-0.019583,0.43389,0.87503,0.76603,0.00058035,0.22063,-3545.0,-0.079828,-177.85,0.99318,379.17,8.0928,3.7694,306.64,1.1903,1.8395,1
0.0083822,0.5772,-0.11488,0.69107,-118.84,-0.012924,0.0083822,0.73242,0.74758,0.42276,0.045284,0.022542,0.045151,0.0083822,6241.7,0.058478,1.7325,0.0083822,0.011213,62.939,1.1741,-0.016539,0.011213,0.036038,0.34058,0.058478,-0.44818,-0.15461,4.3753,0.77135,0.060575,183.6,2.0566,1.3249,0.0083675,0.80999,0.63979,0.62292,0.011193,0.0022665,2.1784,-0.022123,125.05,62.116,0.065025,0.34893,63.649,-0.04191,-0.056061,0.44521,0.37185,0.50302,0.569,0.83841,-2726.0,0.011161,0.019828,0.94413,0.47348,5.7993,5.8761,181.55,2.0104,1.0062,1
-0.12978,0.88195,-0.42581,0.47402,-82.589,0.0,-0.12978,0.13386,2.7875,0.11805,-0.11898,-0.16031,8.2714e-05,-0.12978,1396200.0,0.00026143,1.1339,-0.12978,-0.046558,27.63,0.97917,-0.11901,-0.046558,-0.18957,-0.012824,0.00026143,-11.019,-0.69095,2.9532,0.3162,-0.042684,101.07,3.6114,3.3149,-0.13607,2.7875,2.3858,0.19045,-0.048813,0.0056865,2.6714,-0.042693,49.644,22.015,-0.61506,0.21337,26.344,-0.24902,-0.089334,0.4351,0.80955,0.2769,0.19156,0.30905,-382.29,-0.048813,-1.0994,1.0463,0.61328,13.21,16.58,106.0,3.4433,4.5233,0
-0.060612,0.53336,0.27217,1.6994,-46.337,0.0,-0.050919,0.8749,1.1404,0.46664,-0.0040623,-0.13084,-0.021463,-0.050919,-7953.4,-0.045892,1.8749,-0.050919,-0.044648,138.56,0.75905,-0.0046607,-0.053148,-0.16722,0.44928,-0.064066,-0.099468,0.80368,4.3956,0.42902,-0.022106,111.98,3.3013,2.4088,-0.12798,1.2807,2.4864,0.5585,-0.11222,0.11637,0.81625,-0.0040868,197.17,58.609,-0.14,1.2288,122.99,-0.031102,-0.027272,1.24,0.38917,0.30291,1.3779,1.6492,6767.0,-0.11226,-0.12989,1.0032,0.19686,2.6342,6.2278,124.55,2.9304,3.3676,1
0.31105,1.0689,0.026328,1.0295,-2.5602,0.025658,0.31306,-0.06449,1.7533,-0.068935,0.32237,0.35101,0.17856,0.31306,1246.3,0.29287,0.93551,0.31306,0.17856,7.1407,1.209,0.20466,0.17741,0.34736,0.33677,0.29099,21.978,0.32187,4.174,0.41401,0.18387,209.11,1.7744,1.4805,0.16259,1.7533,5.2776,0.098546,0.092736,0.38834,0.1741,0.11673,119.05,111.91,9.0684,0.99106,7.9109,0.20466,0.11673,0.85899,0.89187,0.56356,-0.84275,1.2048,393.0,0.11207,-4.5121,0.90795,-2.4295,51.115,3.2616,185.67,1.9658,21.434,1
0.095189,0.49892,-0.068947,0.40961,-370.13,0.0,0.095189,1.0043,0.59176,0.50108,0.096262,0.8151,0.16086,0.095189,1913.1,0.19079,2.0043,0.095189,0.16086,18.637,0.80169,0.096254,0.16086,0.45282,0.48841,0.19079,89.729,-0.072411,4.2544,0.83301,0.16086,83.732,4.3859,1.0266,0.082688,0.59176,0.099318,0.67849,0.13973,0.067535,0.17278,0.16266,24.64,6.0032,3.1503,0.15088,21.532,0.096254,0.16266,0.095878,0.11678,0.228,0.52626,0.71258,-1238.5,0.13973,0.18997,0.86736,0.35404,19.585,60.801,72.032,5.0672,0.62149,0
-0.24363,0.92085,-0.50369,0.415,-330.59,-0.38536,-0.25972,0.085952,0.84148,0.079149,0.017231,-0.30165,-0.24482,-0.25972,-1631.5,-0.22371,1.086,-0.25972,-0.30865,107.37,0.68608,0.017027,-0.28953,-0.35428,0.0031019,-0.20624,0.06148,-0.78374,4.6987,1.0935,-0.28535,364.3,1.0212,0.95483,-0.021173,0.89649,2.1231,0.13086,-0.025162,0.0087626,0.43391,0.020234,151.72,44.349,-0.98423,0.29625,104.73,-0.036686,-0.043597,0.38803,0.86101,0.99807,0.12316,0.20362,-25169.0,-0.025186,-3.0781,0.98078,0.65335,3.3995,8.2302,373.47,0.97731,1.3093,1
-0.42995,1.077,-0.39017,0.48991,-278.92,-0.93126,-0.42995,-0.25035,0.65773,-0.26962,-0.42995,-0.56209,-0.63276,-0.42995,-1027.9,-0.3551,0.92854,-0.42995,-0.71138,115.75,0.38766,-0.35566,-0.71138,-0.93126,-0.26962,-0.3551,-3.8706,-0.62401,4.3813,1.7235,-0.71138,303.83,1.2013,-0.33025,-0.35566,0.63979,0.58663,0.042439,-0.58847,0.16813,-0.1149,-0.58847,148.64,32.888,-2.2432,0.23933,76.134,-0.40318,-0.66709,0.34795,0.7649,0.83242,-0.43121,0.067873,-9388.3,-0.52038,1.5946,1.5204,-1.1574,3.1533,11.098,461.94,0.79014,0.96659,0
0.05311,0.19391,0.17875,2.1586,112.56,0.21648,0.065498,4.1571,0.47263,0.80609,0.069772,0.42455,0.20298,0.065498,737.76,0.49474,5.1571,0.065498,0.13858,43.735,0.92452,0.063771,0.11237,0.29503,0.42376,0.43085,14.92,0.26801,5.5768,0.10766,0.14146,138.69,2.6669,2.1218,0.066606,0.48121,232.72,0.80728,0.14093,0.9465,0.068611,0.13493,144.42,100.68,0.93782,1.3136,50.24,0.033335,0.07053,1.7175,0.15428,0.37497,1.2086,1.2104,67458.0,0.14093,0.065886,0.855,0.001473,8.3457,3.6252,119.14,3.0635,0.70863,1
0.29048,1.1727,-0.27793,0.4879,-99.265,0.49941,0.36824,-0.23934,1.4329,-0.28067,0.36824,0.6785,0.27989,0.36824,896.74,0.40703,0.85274,0.36824,0.21593,2.8976,1.1733,0.51225,0.17033,0.72743,-0.28067,0.34073,4.3041,-0.37803,4.3883,0.6282,0.21593,166.44,2.1929,0.43682,0.51225,1.7141,0.39884,0.3493,0.30037,0.19896,0.06205,0.30037,33.563,30.665,21.456,0.46296,4.152,0.40317,0.23641,0.2258,0.54272,0.45601,-0.38175,0.4751,-6795.0,0.30212,-1.035,0.69788,-2.2445,125.97,11.903,116.16,3.1423,2.3196,0
0.034514,0.84967,-0.089726,0.86199,-38.029,0.0,0.034514,0.17692,1.9558,0.15033,0.054097,0.053089,0.039321,0.034514,4032.6,0.090512,1.1769,0.034514,0.017647,20.079,1.4666,0.044695,0.017647,0.040163,0.034541,0.090512,2.2824,-0.2041,4.4765,0.43227,0.017647,124.56,2.9494,2.2567,0.050803,1.9716,2.269,0.34988,0.025975,0.0076656,0.32522,0.022852,103.65,83.572,0.32079,0.17316,20.481,0.0023032,0.0011776,0.65954,0.65012,0.33906,0.34195,0.7959,-2688.1,0.025992,0.2296,0.97254,1.3275,18.178,4.3675,121.33,3.0084,4.449,1
0.02089,0.68197,-0.022951,0.9646,-85.727,0.0,0.027696,0.46633,1.3513,0.31802,0.041222,0.042724,0.048766,0.027696,3777.4,0.096628,1.4663,0.027696,0.020496,68.801,1.6754,0.041218,0.015459,0.06792,0.081021,0.086648,3.0471,-0.061306,3.3294,0.45514,0.030506,180.93,2.0343,1.9337,0.043508,1.36,11.081,0.35147,0.032198,0.14533,0.28623,0.030503,143.45,74.652,0.082014,0.53825,70.501,0.0030164,0.0022322,0.9169,0.64824,0.49158,0.8495,0.93883,-49.0,0.032236,0.065687,0.96965,0.10516,5.3052,4.8893,175.1,2.0845,3.6095,1
0.000493,0.33412,0.11637,1.466,-22.197,0.0,0.005172,1.9929,0.7602,0.66588,0.039223,0.020712,0.076944,0.005172,2084.9,0.17507,2.9929,0.005172,0.006803,62.798,0.81329,0.000535,0.000649,0.027002,0.48048,0.16106,0.015712,0.18356,4.9792,0.40222,0.02477,140.2,2.6446,1.9764,-0.005938,0.7602,29.904,0.67374,-0.00781,0.20569,0.2068,0.000704,151.1,88.304,0.00377,0.94223,72.293,-0.052787,-0.069438,1.0956,0.2497,0.37813,1.0504,1.0628,11093.0,0.14488,0.00074,0.91345,0.011815,5.8123,4.1335,119.89,3.0445,1.1992,1
0.000917,0.70893,0.049929,1.0891,-120.1,-0.0094912,-0.00085981,0.41057,0.93881,0.29106,0.11394,-0.0015344,0.0094496,-0.00085981,29168.0,0.012514,1.4106,-0.00085981,-0.00091585,128.45,0.90522,0.10345,0.00097676,0.010624,0.11827,0.01502,0.90113,0.12812,5.1762,0.73615,0.031487,240.73,1.5244,1.2049,0.089174,0.96813,2.3683,0.40924,0.094986,0.034066,0.20879,0.11019,229.85,101.4,0.0027755,0.62368,141.94,0.093719,0.099827,0.86085,0.56036,0.65953,0.74687,1.0501,7491.0,0.094993,0.0031505,0.88231,0.40603,2.8415,3.5997,217.86,1.6754,2.409,1
0.05395,0.43632,0.0088443,1.036,-20.771,0.0,0.056604,1.2919,2.1515,0.56368,0.10348,0.23022,0.0792,0.056604,934.6,0.39054,2.2919,0.056604,0.026309,22.156,1.3938,0.0026533,0.025075,0.021333,0.44575,0.38446,0.056604,0.011872,3.5305,0.19444,0.036585,40.086,9.1079,5.1324,-0.086969,2.3426,0.6517,0.75413,-0.040422,0.076739,0.12489,0.0012332,40.011,17.855,0.41309,0.60791,21.287,-0.11114,-0.051658,0.58378,0.24587,0.10979,0.75663,1.0123,30.0,-0.040559,0.095711,0.95595,0.33787,16.474,20.443,41.711,8.7506,2.888,1
-0.29497,2.6969,-0.24343,0.79828,-233.49,-1.5056,-0.29497,-0.62926,1.1866,-1.6971,-0.021919,-0.24442,-0.24299,-0.29497,-3413.9,-0.10691,0.37079,-0.29497,-0.24857,184.72,0.98238,-0.17606,-0.24857,-0.71613,-1.8006,-0.10691,-0.64478,-6.6409,2.6841,2.2088,-0.24857,326.23,1.1293,0.50531,-0.16358,1.3409,0.24347,-0.20677,-0.13785,0.092411,-0.53058,-0.14837,262.02,77.303,-0.49118,0.59004,160.84,-0.18268,-0.15395,0.35721,1.2068,0.88553,-46.297,-5.6409,-117.61,-0.13787,0.17381,1.0164,-0.87816,1.976,4.7217,371.2,0.98329,32.372,1
0.012436,0.54148,0.35099,1.8426,-23.087,0.0,0.016344,0.8468,2.4393,0.45852,0.047736,0.039234,0.023096,0.016344,3508.2,0.10404,1.8468,0.016344,0.0067,74.795,0.97145,0.047736,0.005098,0.43744,0.44003,0.096825,1.5206,1.51,3.6873,0.22073,0.018961,63.574,5.7413,4.4168,0.047641,2.4393,2.1431,0.58344,0.019531,0.012044,0.20574,0.01957,114.1,39.307,0.024879,0.64265,76.285,0.007743,0.003174,1.4175,0.41656,0.17418,1.9726,2.51,1708.4,0.019531,0.027121,0.9933,0.27243,4.88,9.2858,62.333,5.8557,10.494,0
